,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2020-10-01,297955.41044844594,585778.0524251153,262907.9776707586,370960.7437496134,377568.0437005795,229185.4083994445,187178.05814588687,462239.5061248373,304769.6417290767,452214.2914123006,425823.58636128536,206341.95871147816,611362.9162246351,321020.51339176483,643099.6243919487,319622.05764115165,380789.5044033015,224610.7715711881,308624.068461687,276300.561978079,196155.84625074337,337423.57593920734,206582.10174920163,209713.36750994564,229224.63918548252,288421.65620562155,223773.1253281045,394272.6601837636,219893.0234853572,325785.4625179747,318278.7182329912,272901.60929760063,177951.64069449645,230044.99256578708,161583.02632490513,151365.87187898267,175685.8749641224,129103.61580327882,329825.08738333127,233822.3090070825,277950.31607504096,157339.0730753433,184645.93105089254,170771.5075728889,288904.069160477,275707.3709324894,152709.59354712712,230574.6493018039,198542.72626657144,174017.18765526402,170761.67067097125
2020-11-01,302175.04134806345,596742.735453864,266446.2045032222,375505.2984805119,383330.70082736673,232003.9167737272,190143.79782501838,469774.3624007726,310406.4672999148,460533.7365055471,431665.5048732578,208929.62789874256,616077.1343116247,324709.5578337231,650378.2666156532,325934.0555557846,388188.4630984241,228361.8581849415,314782.8825582711,279990.5302856202,197505.09268575054,341826.25536495267,209880.66590910545,212684.57874859485,233026.93498304542,292307.2251611277,227024.55001173855,401072.4025496037,223005.6419194837,331452.982700517,320206.7102374287,278678.52412360517,180289.24704566482,233430.17556693358,163403.6137926006,152586.2484113087,178434.73383922825,131436.50461845033,338698.4588547999,234811.2923355232,282967.13816496223,159801.3998512919,187644.26123901564,172644.14075532183,293702.581963341,278513.2236404837,155049.0401640273,233506.2160145551,201118.00400181752,175843.42312884727,173709.87258404488
2020-12-01,306203.2729197982,607679.6210109404,269962.89716907474,380518.15275062394,389447.1250726204,234734.6601196834,192847.75083185788,477314.8488606201,315910.3301315606,468500.40295344754,437384.53149390337,211354.03617635588,619949.9226313401,328850.18624851236,657749.4936163578,332142.7903419702,395716.933328408,232093.29369349964,321441.4615317085,283632.22594175313,198041.70376051715,346078.72257045744,212985.75274838752,215479.76594991176,236794.69126804933,296090.5752921633,229982.16304744888,408124.72522990266,225847.03945103343,337439.0639595417,321840.94784276834,284324.7123773301,182293.52797490684,236326.34415984686,164807.9162435278,153435.67805305414,181111.13244782426,133676.64684414046,348631.94270052173,235091.6071611138,288188.6562327554,161927.05733153297,190208.82637971628,174169.42004008312,299199.8148140186,281094.42995457095,157344.47771297026,236040.62197429477,203392.8194386897,177101.91376728824,176476.0027071589
2021-01-01,309888.7879436238,616761.4544376876,273602.61590331886,385263.41627684346,395147.3684092599,237601.40417257146,195627.74686275292,484134.06558435684,321331.4699500611,476235.0975896597,442887.9702204328,213755.71664204347,622724.9321922592,333077.9500333493,664673.1438537068,338074.9782688806,403269.8676758415,235831.13389175586,328282.43590153614,286978.50762448035,198407.1884717625,350017.3580880507,215844.57252065442,218093.25070862996,240373.54939805213,300099.3375444585,232943.20543706746,415066.6221318681,228624.20089751246,343028.97090045107,322912.6256957802,289564.053449093,184167.61545242043,238731.72372187607,166172.98983518718,154501.40127812335,183580.76188175162,135863.54999248005,359332.2049191268,235523.29014865457,293120.67356094084,163721.9802191007,192425.3500975182,175639.41825674105,304607.9792442857,283565.8056364153,159503.89943237827,238389.96605399402,205662.50829467,178054.15447353374,178901.53715767074
2021-02-01,313548.0922937073,624531.738070026,277228.7963201604,390215.1805485622,400940.34978055843,240654.9810142154,198669.0616489298,490878.770384913,326963.04893537593,484614.6420180508,449124.3959263785,216377.2899178008,625071.5237398916,337560.1078176219,671504.1901305561,344287.9819143037,411514.8421169764,239723.40838806712,335497.70767731126,290379.10986353824,199149.97216824957,354309.07234749774,218635.15579040322,220777.12016935626,244061.42272393891,304563.30690360727,236131.22941539183,422396.4565111141,231860.14988642337,348864.89361887804,323491.628773202,294634.06208492495,186109.5576143268,241074.8751365886,167656.2233263245,155833.63060695564,186064.7649336212,137930.06681079356,371225.43793444283,236079.16260591344,297878.88589697913,165383.2566546012,194732.19385869728,177226.21909703198,309939.240646534,286011.0806790179,161477.841693959,240955.2721059293,208119.18309167566,179143.2341772119,181183.82658916665
2021-03-01,317264.6631650253,631570.9724454792,281103.66672167747,394842.04726735014,406292.7081989881,244112.27858749885,201901.11834882805,497693.3721865608,333551.00532308983,493947.1988426195,456697.0143569529,219050.6443187228,628390.0868493571,342773.542793594,678743.6267306422,350704.48701799015,420663.00636158185,243804.0947448257,343482.1618464392,293769.94341793,200082.6361423583,359041.2968044378,221539.90982411164,223552.3792324103,247830.23787532156,308401.75316714175,239515.61944910794,430244.7331064778,235335.35560391724,354930.5131069086,323742.9906960167,299511.8451569975,188228.6757803314,243324.56096705154,169437.138834267,157417.66396140176,188907.88465739533,140055.69979652468,384532.0270810738,236551.62447342358,302513.3411540731,167042.63550757404,197481.8158803311,179233.7945857785,314350.77939957444,288822.53591453127,163397.63397330916,243736.9538745667,210907.75038664587,180496.9118764526,183532.3119028028
2021-04-01,321247.499202446,640786.2655590968,285412.72905487806,399140.96000565356,411762.8451624043,247949.0763560366,205221.13829189702,505269.912357451,341259.52439122647,504560.0137873853,465507.633583901,221569.48055071034,632811.186566359,348901.49827909184,687629.8946246441,357921.4349420277,430918.3237985557,248068.21572451896,352539.91314258723,297545.5296824803,201041.394268082,364170.8426814535,224518.84370110708,226462.95208072787,251922.75319195344,312243.37932974583,243199.8492113431,438482.0803771301,238992.48803009957,361604.5530660209,324649.4102206501,304861.5267464847,190588.0292882243,246107.94461472527,171414.51308481453,159243.622242614,191969.25474187857,141827.80325784403,398845.94534542185,237464.64364471854,307092.52130106656,168760.2406099574,200757.3064073925,181614.0796558419,318617.42391364946,291905.75973929575,165289.10332371117,247047.18257713525,214021.4968871435,182244.30170102985,186059.36698545434
2021-05-01,325484.07905383647,651821.0191251723,290627.38039909344,403438.5772690989,417132.45810357574,252339.9028701036,208622.29264152783,513175.24839451426,350459.70788236224,515400.908196152,475036.12918841135,223834.2676725029,638163.3398851698,356261.35194089654,698142.9119975258,365489.44997205754,442307.7729378168,252669.56792103223,362774.01467208704,301806.3882986665,202005.0928929546,369170.33358998765,227510.84463885918,229854.50951269173,256525.9214917932,317331.0028380566,247412.4099070411,446546.710792066,242616.96203442442,368347.684476953,326653.4348201658,310977.01646516897,193236.46006592026,249909.65478131446,173632.0578445779,161247.47796447203,195139.55295111836,143348.1759935084,413705.510316572,239051.64452466663,311862.5184374458,170612.08373604572,204218.66979100765,184352.02619848461,322837.21312695876,294796.4309357099,167255.50787688725,251024.58868378575,217349.03125330748,184252.83615118315,188711.93810914768
2021-06-01,329660.05951502087,663668.6773149819,297011.44449643145,407463.6669027514,422448.47833931143,257037.82221174237,212145.2028729473,520654.1456811401,360573.7218909008,525570.3287111468,484393.0973710955,226194.7506279113,643249.3422104252,364657.7713425001,710000.4964484228,372951.6806188102,453840.74988646246,257656.84434637916,373050.07551835716,306455.0303855446,203271.3826093408,373592.7711452905,230647.6170036113,233830.52878910178,261716.05629227837,323919.53947773395,252611.34258931098,453856.96601640084,246287.64591905323,374675.5659650047,329388.98768468836,317998.3514540176,196262.532226984,254396.12599349974,176220.14377082026,163457.88213605018,198317.25776716325,144920.57772690398,427139.58048079186,241340.03464751047,316646.03877628426,172722.93965985018,207560.67223351038,187155.53837174046,327508.4015068218,297292.028792545,169409.29751667706,255485.9207122476,220607.36186070347,186423.18268694993,191438.91451770323
2021-07-01,332810.3605877809,674376.8444493148,303549.0311514907,411019.7718785152,427193.5344405083,261347.74218855696,214795.49182002622,525729.2121393563,370649.71133760543,533831.8749070866,492201.40585507586,228203.7272499927,645678.6223940541,373325.29751555977,720360.5391259826,378590.2560858189,464374.87709304766,262183.3766064835,382290.2998148732,310508.2551017818,204274.69188949544,376681.61018298543,232923.0816510725,237841.06821076726,266538.8959210286,331499.20331979805,257836.95868114746,460200.4819706581,249524.66323735364,379206.6731073144,333325.83640901925,324554.30392521544,199262.62816811164,258389.4682041502,178882.32833351346,165702.68686092785,201077.7962513081,145679.45672252905,438014.02565069706,243519.15882001526,320173.1206804351,174593.72209468574,209982.92462529393,189544.7121945859,331211.5334167758,299536.51535890007,171244.89834421608,259895.86624070967,222960.9104330374,188362.67699698472,193357.6629797027
2021-08-01,334473.9236686357,681785.3453822128,309365.14136514807,413187.757667413,430357.0871690789,264633.12225023546,215943.80184829366,527449.6655292478,379509.3603805504,538870.618139152,497580.695492771,229374.15872997502,644772.4997350764,381003.9679098962,727138.2826591585,380835.0947905835,472538.0948530796,265757.5839753525,389729.6902866073,312753.2960047016,204548.08268254425,378137.10766662186,233806.90194073436,241000.95311210965,270097.9742892008,336338.17279194476,261894.36332444582,464745.7459822462,252051.25440746333,381406.7722308233,336842.6114156623,328616.74094626383,201605.4939795033,260421.78428747517,181175.15137431395,167664.8133076824,202870.43104150603,145548.04770781356,445094.2688893353,244976.72819254384,321633.3734217422,175819.08489711085,211223.11711472934,191141.96192167644,333279.1142391926,301563.28079934587,172670.34935217642,263113.58381897444,223902.81411344046,189573.2997134322,194011.43687420504
2021-09-01,334835.4856902906,686808.9614833232,314077.8379307289,414259.5333847631,432161.26054533565,267034.81357071595,215746.10182188565,526841.25386625,386873.6220332466,541774.5746671376,500930.18894865114,229528.98978905185,641612.5346207541,387260.38262851466,732093.9396903234,380233.30002876295,478622.49315654155,268554.5691631359,395342.1345885754,313302.3789818982,204271.8471777125,378240.531877587,233040.04670867926,243298.44040610702,272434.2178447551,338579.53177763266,264622.9239186416,468061.69365923334,253649.55356586733,381747.9152524133,340029.74031672004,330124.89849406015,203118.32762345788,260799.68551947246,182708.06851852758,169048.19715594986,203676.79691007003,144372.54159506943,449439.52867448766,245520.07722097565,321060.41073567345,176197.2029197053,211487.60980265882,191946.1306317535,333611.068954116,303337.3652890635,173552.04078241508,265066.245644791,223532.0907856391,190167.69722213002,193551.01231149142
2021-10-01,335309.7375314347,691293.7677882612,318717.9016866555,415807.8855587028,433729.00590191735,269526.14467852813,215472.37720037042,526441.9251371477,393415.6103008574,543844.894526668,504372.49182420626,229692.84978953982,639500.5378036284,392772.50612873863,738283.4511941085,379033.2955512412,483609.3064286197,271824.5179025201,400564.9123694037,313368.275722242,204549.23499652868,378613.2431054699,232428.2740532182,245650.26454376607,274648.32064638165,338845.8347288389,267263.64206998114,471041.03300534765,255033.8563967205,381831.63646720134,342179.5965137309,330449.3788372347,204563.14364419933,260567.3572296287,184142.5150031364,170534.16342389458,204534.59214421528,144017.21129594813,452835.76197890966,245998.17179664216,320456.7631512655,176672.585322564,211993.6550178204,192636.0827985104,334247.5925242761,305464.0457632945,174936.72165860236,266664.38846691715,223193.1652419859,190779.17061659263,193271.93738150972
2021-11-01,336659.2397389297,697207.0797876659,323908.61300380836,418135.6755947159,436149.414519436,272751.7352851431,215819.43874104632,527371.7451481442,399646.22821080085,546988.5667344983,509020.5301548091,230404.3319619553,638445.2151775381,398490.18384287687,746976.7866006762,379407.6334658563,488462.6172751488,275979.0182252866,405933.07995270385,314197.05285519484,205649.71101507207,379722.70084855426,232537.4610667167,248598.38820411908,277515.98479274893,340212.940379666,270929.5179897058,474544.04185992916,256852.83615670702,382746.7944147405,343647.7689428138,331821.35383138224,206548.57643589118,260991.16452948644,185882.20433285367,172653.1759925012,205955.80355240498,144565.08219813643,456282.8326132058,246786.68913246124,320685.8758149515,177588.88667979612,213234.87158795714,193721.84383325637,335932.066244828,308124.55741654424,176720.31320288836,268921.40837076004,223639.04450279576,191780.53553527684,193662.90799124076
2021-12-01,339048.48105702264,704496.8543952525,329519.4775921549,420887.19472530094,439196.9846107901,276459.45623282203,216689.53753216026,529492.7159678261,405496.09620312136,551496.49468823,514657.95497801853,231855.9975865523,637664.962413326,404110.0953267627,756233.3883135958,381420.988295774,493805.8056396901,280738.032066667,411840.8567670262,315679.19317333447,207102.34507094577,381732.35221433855,233519.72067704625,251895.48629404767,280735.0470799338,342455.1262650232,275290.6961325091,478465.26692027197,259206.8030194329,384505.9059057154,345337.10373728984,334041.11789164593,208724.24236773854,262101.96626448058,187938.77093921698,174920.24314261027,207766.12689198786,145590.9210990125,460179.2582650467,248169.68280016223,322279.3010662683,178926.0175337247,215100.90646067457,195142.62055870474,338787.84570930357,311065.7043244646,178797.70333291567,272075.48442963074,224882.97847461325,193072.28565888442,194531.06577039507
2022-01-01,342903.2107404524,714663.2635454823,336563.056671571,424128.46782078035,443168.6347001035,281337.4864154816,218887.6661052356,534735.0313391198,411580.82486240036,559719.6709382342,522268.6360185525,234405.91451095304,638576.7574239707,411009.2214283105,771337.105985667,386821.116333491,501362.3454163973,286836.4604464389,419388.56381834066,318477.3209456915,208749.72094892978,384701.0789023212,235897.9063304735,256036.30251324302,285369.42793551227,346660.25291927066,280697.22163479356,483734.2601740048,262601.9619161051,388557.20113050635,346641.9044743203,338246.4660034015,211134.250956943,264299.3750296444,190249.42798146963,176747.7435661395,210519.4718453749,147618.7029755869,464973.70051364606,250283.12068737668,326012.85478746356,180958.15642686028,217946.8123615342,197503.0834283138,343009.3711099282,314496.2140470754,181379.50513945115,276399.3784762798,227410.36928249165,195010.90938310584,196641.20668633227
2022-02-01,347341.17133817513,727709.0064382848,344755.6226132004,428057.9576602482,447856.6015252438,286793.21655503364,222278.18859956283,543015.8843804669,418501.8565872445,571282.7233403256,532037.6726980237,237933.48906003704,642866.5234470069,419217.58802736277,791343.3793232011,395082.6715506809,511285.59282846935,293611.49465453415,427634.38688027294,322117.6007400904,210338.96957705103,388373.4403993911,239386.69270475383,260777.13412918022,291022.38294041535,351655.86056615465,286842.0269793642,490558.20622515754,267032.9041629634,394716.52341525786,347664.8760525392,344119.4414244447,213505.8563931183,267174.1742388534,192402.0813012368,177656.8124221893,214113.00698981286,149880.9278671858,471157.01870897907,252158.6251961135,331349.6628966035,183350.55026524013,221587.50950064126,200294.30926347955,348046.30876135005,317720.6614994979,184221.26479337958,281186.1295911227,230999.45294411373,197347.29903487497,199717.9997270993
2022-03-01,352385.02419655427,743440.0748094702,354425.4795110072,433302.42815640854,453831.7025423309,292962.3527779768,226556.55370958627,554156.7858893141,427050.6894496653,585853.5720307798,544181.958310925,242175.97808041112,651178.9294760539,429307.82195389643,816041.0142002351,405901.22628643643,523474.207169534,300691.8273823333,437491.01608820655,326675.14799742214,212204.43678395756,392924.2784753807,243752.12464989364,266160.9264351132,297828.94408651534,357519.7445725452,293032.2782264611,498996.44588397274,272413.10649197834,402789.10148977785,349058.2285788785,351734.50418737857,216065.00090343415,270644.7697298239,194367.88712969839,178425.38068561978,218255.4763083042,152421.95748244156,478752.55624475377,254084.2465079646,337754.5227172657,186007.00535567515,225887.7144793883,203579.31059649962,353956.69644309726,321523.1027494537,187308.83317105987,286582.0519878484,235554.09621900498,200198.36261382772,203458.50474258498
2022-04-01,357248.5880019851,757745.569104216,364594.23314887664,438668.50532332,460013.06337998156,298947.81056987616,230698.15252470234,564566.8620182226,436654.4579890776,599761.1179402246,556135.6580806678,246143.15715135707,658930.7456759479,439623.1580908932,836098.9771908759,416614.7972528574,535576.6260520004,307070.34574879153,447900.1421188376,331294.0133772955,213964.91479705807,397475.76782664185,247708.81608659387,271651.435258768,304754.8587449481,363738.3731525109,299022.6148854532,507487.1109468194,277599.60748761316,410710.75526997616,351354.4669480149,359957.5331496476,218848.62651232988,274796.5686258806,196318.1098537175,179261.53757074862,222129.24219137992,154335.79272946832,486931.2992039849,256177.3113807164,343775.1780255918,188492.74590607718,229987.2458165187,206640.5214705459,359815.19979163475,325028.82101426966,189960.36302405773,291909.5340984643,240004.71243499801,203010.38047580502,206946.06473030287
2022-05-01,361723.1419231789,768528.7936913256,374339.87841113657,443566.1860673832,466278.00943754305,304449.41127975564,233840.6052335118,573484.5769376877,446178.509480699,610314.071487419,565865.5687664453,248810.9879773208,663627.884740011,448925.99673424935,851593.2724797236,425568.91087922367,545463.527126609,312498.9568458838,457609.6935205262,335281.9124443885,215422.3760406757,401718.2908596149,250765.48447873266,276860.94723044615,311207.8404372041,369486.7568962244,303951.97900337545,514672.6721886699,281819.6994445167,417720.9190516059,354745.5822577514,367447.30800338293,221348.95898605228,278830.7765055174,197992.32821863805,180224.84658031026,225123.35472177077,155796.49924274386,493564.5391386367,258443.0538046104,349310.626702552,190635.39420353548,233313.8773226753,209430.21405895238,364860.30540134106,328463.3731810455,192177.2964173469,296749.8777479194,243649.97991402936,205839.06194761474,209786.93764035738
2022-06-01,365498.0198437479,774262.0512290722,383002.55616073176,448252.38910681685,471535.04472420627,309251.36308122467,236230.46653990474,580119.3758801591,454143.21996926214,615493.7349340717,571791.711718166,250622.84530204954,663887.6644188218,456230.6228378988,861030.1315088753,432161.904655345,551095.2871126404,317235.07600619976,465197.8138947945,338262.98914688104,216832.8682379484,404752.5217929965,253152.17846251492,281765.050703573,316948.72665841115,374604.78206040524,308454.7395008949,519243.73377633747,285389.50791048846,423428.14442089474,357795.2544625839,373368.48715993465,223905.2600654067,282322.63329748984,199658.44837852463,181795.1690025234,227713.0142945454,157209.38383677238,497668.43617055536,260836.93308985396,354026.37198283355,192845.94607881954,236188.24048465127,211906.63500192037,368706.97090188303,331888.76065392146,194293.09510662282,300708.95546754164,246449.25317088029,208355.75104271955,212399.20703094022
2022-07-01,367377.7469389746,774575.3803536756,388880.2810900924,451413.23523847037,474485.68219741987,312171.17750266177,236819.1128243905,583193.3367391401,458173.0264331537,613771.3489125842,572399.8111694244,250994.35058840274,660119.3065188531,459827.37414612895,864678.8999424748,435113.94733968354,550576.1572479157,320071.2669630005,467762.46910089836,338838.99245575024,217525.03766359054,405437.9122106142,254070.0803202052,285146.14650280395,320554.1776031054,377146.2501130357,311054.07262639416,519208.939052134,287655.5631602868,426266.6221827015,359859.71204752644,375916.19455035334,225389.69910499893,283766.1046541978,200555.21075113455,183169.9442812741,228977.4996725275,157853.5396015969,496935.81072492636,262038.9743036184,357009.0268711368,194379.31446082736,237761.71398435652,213575.11320649067,370098.45706903975,334383.8351074646,195916.01964867438,302855.1083073415,247802.02629413284,209900.3701695761,213859.37330768583
2022-08-01,367516.52850969107,769848.8546891591,391855.36388488737,452360.0615048401,474640.56171624205,313087.78278813633,236138.4257624478,582140.6011019779,457290.9526348782,606986.7494783493,568554.6062358458,250507.823536784,653619.743218021,459185.7217921173,862433.7370363594,435220.4633497053,545166.0026908963,321158.10859317175,466289.95790097356,337497.12091278954,217341.91198396543,403924.33429724677,253855.7678467395,286911.26987559086,322022.54708989064,377194.63852416724,311917.79426075116,515258.93007352314,288455.29964355537,425896.20983944996,360812.48415721144,375214.1084960049,226237.37936788343,283575.1292833021,200974.21989512155,184004.3870324417,229213.25604529007,157928.619116,492088.02973400103,262614.055836076,357700.34283515654,195110.74842583376,238082.23523952262,214335.0706119273,370117.5103224249,335623.3674633056,196897.56350706262,303289.77678297716,247911.6516724735,210348.72031452213,214369.04321263474
2022-09-01,366297.7489012869,762289.4671278411,392235.78429627797,450756.89434305584,473018.79175693356,312412.0518529288,234562.52269420866,577959.85474459,452065.68836209323,597917.6588528635,562409.9580414473,249186.75961385807,645346.6571031082,454514.3762445068,856842.8311127364,433779.93676596245,537273.250963115,320705.1983481395,461863.28041284485,335010.2412309668,215926.6866301729,401265.45277672744,252876.1919990609,287055.9397531973,321669.2532886126,375676.0767727064,311189.56108898175,509224.4236757099,287791.9719068873,423583.4575009877,360362.0908865915,372719.08503866865,226105.3026911025,282647.3826344625,200783.91826974353,183764.68997511544,228532.58548627095,157401.41847009878,484423.9456151685,262235.0528349817,356917.05844877317,195002.55966897155,237233.93992557828,214297.81763912502,368946.13301533094,335511.988136474,197266.84444495325,302455.9562328302,247157.64950721603,210159.79407214015,213963.25933804782
2022-10-01,365461.8276619059,755484.1705390117,391749.6859852004,448887.23953644326,471843.0789614443,311445.8806479655,233500.56149604477,574395.7250197772,445580.377463523,591070.9681479026,557445.0407869815,248302.20002150675,639271.2518745838,448512.77329897456,852104.0634663044,433006.42181688355,530524.4935336174,319955.15101981425,458069.47188710974,333302.20444341114,214392.91222919838,399553.9932346421,252571.35035651666,287015.20526426024,321057.52686943323,374462.1807363313,310003.47816085635,504555.6578650525,287053.60256595694,422097.8844277882,359580.1577124957,370615.7029833643,225773.48265046882,282041.57267612877,200590.92720737137,182928.08297160282,228031.79956129458,157194.25166785615,477183.50867505214,262323.9508789591,356274.0710129601,195076.59340542913,236498.7084847774,214440.32107568602,368426.99258938665,335864.36095939344,197656.81197884717,302081.99191393267,246843.83476382043,210244.48310053287,213678.13885999843
2022-11-01,365220.03574927134,750136.1591032194,391037.95387139526,447296.94482509635,471304.45626130025,310426.72617226717,232718.89561479722,572385.3503797404,438545.9826146597,586458.9674861702,553620.1482955766,247807.35397084724,634751.4734586161,441811.74853572965,848991.1027936883,433319.5394789357,525064.2627464246,319031.50552020466,455044.78273178166,332236.6499775615,212990.24298816835,398655.0758508436,252774.49609511075,286909.87067177607,320343.58663149277,374090.92001001467,308743.03351028264,501062.97731457115,286565.445586223,421859.9034471714,358659.2237452465,369616.7113974483,225217.03299472868,282029.57842492714,200302.4451767722,181928.52270395998,227892.10433784142,156997.9568614179,470349.358771373,262619.6057911017,356590.57576339506,195451.96288668693,236077.93751775604,214846.51867325185,368108.4764840195,336587.5853256728,198256.24014491888,302040.5914298591,247115.35124783803,210542.07790872015,213591.82150806044
